456,857;447,143;0,883;;
448,953;456,053;0,9;;
437,82;466,062;0,916;;
427,65;473,828;0,936;;
420,238;484,551;0,952;;
408,206;497,274;0,967;;
396,5;507;0,986;;
388,5;515,5;1,001;;
373,709;530,291;1,017;;
365,056;539,936;1,034;;
356,148;548,852;1,056;;
347,038;560,452;1,072;;
338,585;565,812;1,086;;
332,287;574,165;1,101;;
322,432;582,971;1,12;;
312,309;592,692;1,138;;
303,521;600,669;1,151;;
292,434;611,566;1,167;;
280,141;621,703;1,184;;
268,939;629,443;1,207;;
256,878;639,554;1,22;;
245,886;649,703;1,236;;
239,102;658,898;1,251;;
231,225;666,093;1,271;;
224,289;671,926;1,287;;
220,294;676,608;1,302;;
218,946;681,218;1,318;;
217,816;683,368;1,336;;
215,401;684,3;1,572;;
218,071;686,071;1,607;;
221,197;687,066;1,628;;
223,657;688,328;1,639;;
226,83;689,457;1,656;;
232,01;690,602;1,67;;
237,547;691,709;1,687;;
244,027;692;1,704;;
249,72;692;1,724;;
257,4;692;1,74;;
267,583;693,176;1,754;;
276,63;693;1,771;;
284,18;694,454;1,793;;
297,264;694,569;1,809;;
309,293;695;1,822;;
323,438;695,803;1,84;;
335,083;696;1,859;;
347,295;696;1,871;;
365,062;696;1,887;;
376,348;694,696;1,904;;
393,03;695;1,926;;
405,304;694,475;1,939;;
418,108;694;1,954;;
428,918;694;1,971;;
440,172;694;1,988;;
449,967;694;2,008;;
457,021;694;2,026;;
464,651;694;2,039;;
471,362;694;2,056;;
479,5;694;2,076;;
105;;;;
2367;;;;
ASYC;;;;
;;;;
198;400;0; ;
225,541;397,861;0,018;;
242,598;395,675;0,029;;
260,181;393,376;0,047;;
277,259;391,099;0,066;;
293,025;388,854;0,081;;
308,829;387,798;0,097;;
324,73;388;0,12;;
357,547;388;0,135;;
365,793;389;0,151;;
377,036;390,279;0,167;;
388,443;391,744;0,18;;
398,367;393,842;0,199;;
407,501;395,063;0,216;;
422,224;397,342;0,23;;
428,888;397;0,249;;
438,477;397;0,27;;
450,153;400,051;0,281;;
456,826;402,275;0,299;;
463,585;404,529;0,317;;
472,015;405,877;0,333;;
482,003;407;0,35;;
488,943;408,157;0,364;;
495,508;409,251;0,383;;
501,05;409;0,403;;
506,5;410,5;0,415;;
510,828;410,609;0,434;;
514,208;411,736;0,45;;
516,739;412,869;0,467;;
518,956;413,978;0,481;;
521,21;415,105;0,516;;
523,322;415;0,669;;
521,962;417,077;0,688;;
518,276;418,575;0,7;;
514,313;420,344;0,716;;
508,093;423,453;0,737;;
496,889;428,596;0,753;;
487,614;436,337;0,77;;
475,231;444,126;0,783;;
458,494;452,253;0,802;;
445,744;464,38;0,821;;
426,514;475,865;0,838;;
409,373;487,752;0,85;;
392,964;501,264;0,867;;
374,495;514,944;0,885;;
360,475;529,569;0,906;;
342,906;542,57;0,918;;
329,665;557,613;0,936;;
310,246;571,065;0,952;;
301,306;585,73;0,968;;
287,811;598,929;0,987;;
276,461;612,445;1,005;;
266,277;623,723;1,018;;
256,997;634,004;1,034;;
247,936;646,463;1,056;;
241,492;657,514;1,075;;
232,5;665,15;1,087;;
223,602;674,836;1,102;;
218,543;683,3;1,121;;
214,078;690,383;1,157;;
211,332;695,336;1,17;;
208;702,265;1,356;;
210,068;703,034;1,389;;
215,937;702,354;1,41;;
220,899;702;1,424;;
230,107;702;1,443;;
240,417;702;1,46;;
248,516;703;1,478;;
260,392;703,586;1,498;;
274,713;705,413;1,509;;
288,546;706;1,524;;
304,291;705,362;1,537;;
323,555;704,234;1,553;;
338,854;703,096;1,573;;
360,503;701,975;1,589;;
373,39;700,884;1,603;;
397,495;702,275;1,62;;
408,76;700,603;1,641;;
429,5;699,5;1,66;;
443,03;699,398;1,671;;
456,383;699,738;1,686;;
466,635;700,848;1,704;;
480,004;702;1,724;;
486,531;702;1,748;;
493,059;702;1,761;;
500,441;701,656;1,853;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
86;;;;
1853;;;;
ASYC;;;;
;;;;
209;407;0; ;
241,733;405,944;0,014;;
273;406;0,03;;
290,208;406;0,048;;
307,302;406;0,06;;
323,883;406;0,081;;
341,994;406;0,096;;
358,562;404,829;0,111;;
398,705;402,412;0,132;;
406,207;401,566;0,15;;
418,434;401,464;0,165;;
430,103;401;0,181;;
442,59;401;0,195;;
453,052;401;0,213;;
462,186;402,023;0,231;;
471,118;402;0,25;;
479,958;402;0,267;;
486,3;400,617;0,28;;
490;401;0,3;;
492,8;400;0,314;;
495,5;400;0,347;;
497,801;398,733;0,381;;
498,069;401,138;0,432;;
496,821;403,358;0,45;;
492,972;407,028;0,462;;
488,608;413,088;0,482;;
482,145;420,831;0,504;;
470,382;432,618;0,519;;
458,043;443,779;0,532;;
443,032;456,357;0,548;;
423,384;473,664;0,567;;
409,65;486,181;0,584;;
395,12;499,88;0,601;;
377,68;514,969;0,614;;
363,073;530,748;0,63;;
343,858;546,941;0,65;;
329,693;564,839;0,667;;
312,94;577,248;0,681;;
301,392;593,865;0,698;;
286,699;606,641;0,719;;
273,452;619,858;0,738;;
260,002;632,46;0,755;;
249,025;645,633;0,765;;
238,734;656,266;0,78;;
228,543;664,133;0,797;;
219,801;674,474;0,819;;
216,407;680,39;0,836;;
214,001;685,997;0,849;;
211,764;689,236;0,864;;
211;692,245;0,885;;
211;694,5;0,915;;
212,047;695,094;1,001;;
215,32;695;1,02;;
221,137;694;1,033;;
227,65;694;1,049;;
238,01;695,112;1,071;;
245,66;695;1,091;;
258,77;696;1,103;;
275,276;696,448;1,116;;
293,525;697,585;1,132;;
313,64;698;1,163;;
332,756;698;1,176;;
354,5;698;1,187;;
371,975;700,13;1,199;;
396,018;702,383;1,222;;
409,803;704,739;1,24;;
426,962;706,827;1,252;;
442,193;708,546;1,266;;
454,402;709,675;1,283;;
462,643;711,612;1,304;;
468,497;712;1,327;;
472,025;712,013;1,346;;
474,281;713,14;1,37;;
474;708,156;1,496;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
74;;;;
1496;;;;
ASYC;;;;
;;;;
208;401;0; ;
226,975;404,163;0,021;;
245,382;405,491;0,036;;
258,042;406;0,05;;
269;406;0,065;;
281,971;405;0,085;;
294,29;405,935;0,1;;
306,564;407,051;0,115;;
332,952;409,344;0,138;;
343,886;410,353;0,154;;
357,257;410;0,169;;
371,5;411,5;0,186;;
384,068;411;0,203;;
398,159;411;0,216;;
412,783;411;0,233;;
428,88;409,937;0,255;;
444,362;410;0,267;;
457,306;410;0,285;;
466,396;410;0,302;;
479,5;410;0,317;;
489,095;410;0,337;;
497,931;409,259;0,349;;
507,892;409;0,366;;
513,092;407,977;0,453;;
510,787;411,319;0,47;;
504,468;417,119;0,487;;
496,049;423,213;0,503;;
489,047;431,937;0,517;;
478,853;441,02;0,537;;
463,632;450,073;0,553;;
450,764;465,589;0,57;;
426,919;480,213;0,587;;
416,5;498;0,6;;
388,731;516,974;0,62;;
370,628;534,536;0,636;;
352,958;552,042;0,652;;
334,31;568,479;0,668;;
313,751;585,541;0,684;;
299,204;602,138;0,702;;
283,467;617,533;0,722;;
272,73;629,27;0,739;;
262,905;640,45;0,758;;
253,604;651,196;0,779;;
246,509;660,321;0,789;;
239,814;668,216;0,802;;
231,686;676,314;0,818;;
225,06;682,94;0,837;;
222,668;686,776;0,857;;
219,885;689,672;0,877;;
217,724;692,276;0,889;;
216,218;694,563;0,902;;
215,5;696;0,938;;
217,042;697,083;1,054;;
220,943;697;1,074;;
225,453;698,113;1,087;;
235,057;698;1,105;;
244,049;699,381;1,121;;
252,929;701,982;1,139;;
268,535;702,61;1,155;;
280,476;703;1,17;;
296,64;703;1,19;;
309,578;702,038;1,204;;
327,91;702;1,225;;
338,427;702;1,245;;
351,416;702,319;1,264;;
367,441;703,444;1,277;;
383,378;704,577;1,288;;
398,803;705;1,304;;
416,358;703,311;1,321;;
431,195;702,062;1,338;;
448,095;699,854;1,355;;
460,065;700;1,373;;
472,61;698,672;1,389;;
484,941;699;1,409;;
489;700,5;1,428;;
492,977;701;1,441;;
495,591;701,795;1,454;;
497;702,5;1,481;;
502,186;704,062;1,596;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
79;;;;
1596;;;;
ASYC;;;;
;;;;
207;397;0; ;
225,784;397;0,021;;
246,559;396;0,033;;
261,206;395,233;0,051;;
274,076;394,084;0,065;;
289,315;394;0,087;;
304,284;394;0,103;;
320,893;395,26;0,121;;
354,181;397,754;0,133;;
371;398,5;0,156;;
383,716;398,63;0,167;;
398,328;398,243;0,183;;
414,414;398,894;0,201;;
427,049;397,996;0,218;;
439,466;398;0,238;;
455,163;399,226;0,255;;
461,662;400,38;0,27;;
471;401,5;0,283;;
479;401;0,302;;
483,814;403;0,319;;
486,674;403,837;0,334;;
488,911;404,956;0,35;;
490;405,5;0,401;;
490,113;407,226;0,436;;
487,647;411,353;0,452;;
486,191;413,617;0,467;;
485,059;416,822;0,487;;
482,884;421,232;0,5;;
480,606;428,182;0,517;;
470,325;436,34;0,539;;
461,371;447,083;0,554;;
448,948;460,594;0,568;;
432,953;476,377;0,584;;
414,471;495,325;0,604;;
394,172;513,023;0,622;;
373,357;531,575;0,635;;
356,213;551,159;0,657;;
332,6;570,44;0,674;;
311,328;589,905;0,687;;
292,825;608,665;0,702;;
275,582;627,361;0,719;;
259,025;646,572;0,738;;
245,168;661,735;0,755;;
234,997;677,005;0,769;;
219,96;689,727;0,785;;
211,779;698,221;0,804;;
208,4;705,799;0,823;;
207,051;708,898;0,836;;
206,5;710;0,887;;
207;711,36;0,904;;
209,085;711;0,919;;
211,504;711;0,935;;
216,477;709,631;0,956;;
220,948;708,513;0,974;;
232,553;708;0,986;;
243,693;706,577;1,006;;
253,506;706;1,024;;
269,155;706,944;1,038;;
280,905;707;1,054;;
299,304;708,206;1,069;;
314,615;709,33;1,087;;
337,611;711,906;1,108;;
356,282;713;1,125;;
378,56;715,034;1,137;;
399,832;715,176;1,153;;
419,167;715;1,173;;
435,766;715;1,195;;
449,984;715;1,214;;
457,909;716;1,237;;
465,446;716,815;1,254;;
477,644;719,661;1,27;;
480,581;720,791;1,286;;
482;721,5;1,404;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
73;;;;
1404;;;;
ASYC;;;;
;;;;
208;397;0; ;
225,713;397;0,018;;
241,651;397;0,031;;
253,792;397;0,048;;
265,272;395,973;0,069;;
275,315;396;0,082;;
289,356;396;0,103;;
301,518;396;0,12;;
326,508;396;0,133;;
335,892;396;0,149;;
348,614;395,26;0,172;;
362,863;395;0,184;;
373,741;393,058;0,2;;
389,781;391,873;0,216;;
399,207;392;0,233;;
409,399;390,622;0,253;;
422,38;391;0,27;;
431,27;391,586;0,283;;
442,741;392;0,302;;
452,623;392,828;0,317;;
459,684;393,947;0,333;;
465,489;394;0,355;;
477,401;392,76;0,366;;
484,163;393;0,384;;
489,387;393;0,405;;
493,347;393,413;0,419;;
497,676;393;0,434;;
501,446;393,815;0,454;;
503,831;394,915;0,47;;
505;395,5;0,499;;
506,205;396,103;0,535;;
504,737;398,525;0,568;;
504;401,496;0,587;;
503,086;403,829;0,603;;
501,994;407,019;0,639;;
498,625;411,5;0,653;;
494,804;416,595;0,669;;
490;421;0,689;;
483,307;431,925;0,705;;
474,341;440,919;0,723;;
461,872;451,287;0,735;;
451,828;464,23;0,755;;
434,896;476,543;0,774;;
423,584;492,075;0,79;;
404,376;506,569;0,807;;
389,423;522,577;0,82;;
372,765;540,824;0,836;;
356,231;558,487;0,852;;
339,942;575,058;0,872;;
321,311;592,707;0,886;;
306,61;609,604;0,903;;
291,891;626,588;0,923;;
274,485;640,78;0,939;;
263,598;654,051;0,954;;
251,017;664,385;0,969;;
242,053;675,067;0,989;;
231,064;685,311;1,006;;
219,692;695,377;1,02;;
211,47;705,681;1,037;;
203,655;714,537;1,056;;
194,177;718,411;1,071;;
191,191;724,262;1,087;;
187;726,5;1,103;;
185,633;729,367;1,122;;
184;731;1,223;;
187,146;728,927;1,244;;
190,9;726,367;1,266;;
193,497;725,252;1,279;;
199,392;723,203;1,296;;
206,112;721,981;1,31;;
211,731;719,708;1,321;;
218,566;717,478;1,343;;
228,255;715,613;1,356;;
240,5;714,5;1,371;;
248,5;713,5;1,387;;
262,943;712,255;1,418;;
275,564;710,261;1,431;;
284,937;709,008;1,441;;
301,827;709;1,455;;
313,63;706,522;1,472;;
332,961;707;1,489;;
341,892;707;1,506;;
356,157;707,61;1,525;;
367,752;707,281;1,546;;
382,415;707;1,558;;
395,569;706,039;1,572;;
405,946;704,895;1,589;;
422,056;703,782;1,614;;
432,076;704;1,627;;
444,746;704;1,64;;
456,009;704,573;1,655;;
463,881;705;1,676;;
474,795;706,599;1,689;;
482,714;707;1,705;;
487,262;707;1,723;;
490,55;705,817;1,74;;
492,616;704,692;1,914;;
0;0;0;;
0;0;0;;
0;0;0;;
97;;;;
1914;;;;
ASYC;;;;
;;;;
211;396;0; ;
240,38;400,251;0,015;;
257,508;401,767;0,032;;
272,634;402;0,046;;
287,359;403,028;0,063;;
300,822;404,152;0,085;;
315,73;405,287;0,1;;
328,912;406,409;0,117;;
361,382;410,486;0,134;;
371,861;409;0,147;;
387,92;409;0,164;;
400,892;408,111;0,183;;
414,775;408,983;0,196;;
428,606;409;0,214;;
440,926;407,734;0,236;;
454,493;408;0,249;;
460,345;408;0,265;;
472,12;408,612;0,285;;
481,653;409;0,299;;
490,023;409;0,316;;
496,818;409,97;0,331;;
503,632;411,105;0,35;;
506,768;411;0,38;;
508,478;412,239;0,416;;
510,529;412;0,45;;
512,536;412;0,55;;
509,847;414,153;0,568;;
504,243;417,503;0,582;;
496,558;421,681;0,599;;
489,646;429,413;0,623;;
481,992;437,008;0,632;;
471,414;443,724;0,65;;
458,161;452,079;0,669;;
445,728;463,514;0,683;;
431,274;473,794;0,703;;
418,02;483,735;0,719;;
401,748;493,951;0,734;;
388,928;502,046;0,75;;
374,081;508,886;0,767;;
363,136;515,718;0,785;;
353,379;528,024;0,804;;
337,202;536,744;0,819;;
325,214;545,936;0,833;;
312,883;555,641;0,853;;
303,299;563,864;0,87;;
292,08;571,944;0,886;;
280,012;580,718;0,904;;
272,277;592,462;0,922;;
266,951;598,458;0,936;;
261,605;604,874;0,95;;
253,982;612,829;0,97;;
249,102;620,348;0,995;;
244,667;626,167;1,016;;
240,21;631,737;1,039;;
232,156;640,844;1,055;;
227,635;648,047;1,068;;
223,126;654,811;1,085;;
221,825;659,936;1,101;;
218,885;665,525;1,121;;
217,17;671,98;1,134;;
215,105;676,79;1,151;;
213,928;681,288;1,168;;
214;683,411;1,203;;
212,782;686,653;1,219;;
211,5;689;1,235;;
212;692,5;1,251;;
210,5;694;1,284;;
209,984;695,032;1,353;;
207,749;697,251;1,472;;
210,088;698,044;1,507;;
213,817;700,544;1,527;;
219,871;703,435;1,547;;
226,051;704,842;1,559;;
237,843;706,971;1,57;;
245,731;707;1,586;;
254,982;705,752;1,609;;
271,413;708,63;1,631;;
279,558;707,555;1,651;;
293,153;707,572;1,661;;
307,072;707,293;1,673;;
320,869;707;1,687;;
334,662;708,944;1,707;;
349,016;710,078;1,727;;
363,949;711,177;1,741;;
376,639;712,331;1,754;;
393,389;713,456;1,775;;
406,62;713;1,795;;
419,851;713;1,807;;
431,991;713;1,821;;
444,374;713,943;1,838;;
454,426;714;1,855;;
463,422;714;1,871;;
472,405;715,301;1,891;;
479,879;717,823;1,906;;
486;718,5;1,922;;
488,964;719;1,941;;
491,545;719;1,96;;
493,752;719;1,972;;
495;719;1,988;;
497,252;719;2,042;;
102;;;;
2195;;;;
ASYC;;;;
;;;;
206;402;0; ;
225,497;403,026;0,021;;
241,378;404,26;0,036;;
254,553;405,379;0,05;;
267,894;406,491;0,07;;
280,129;406;0,086;;
292,647;406;0,103;;
305,486;406;0,116;;
328,199;406,964;0,133;;
338,837;408,093;0,155;;
352,647;409,221;0,166;;
367,4;410,338;0,186;;
379,206;411,473;0,205;;
395,53;411,594;0,218;;
407,535;412,685;0,233;;
421,834;413;0,252;;
434,307;413;0,27;;
448,953;413;0,285;;
458,84;411,796;0,3;;
469,085;410,657;0,321;;
482,133;411;0,338;;
488,373;410,438;0,353;;
495,408;410;0,367;;
502,8;410;0,387;;
508,705;409,059;0,403;;
512,195;409;0,469;;
509,745;410,128;0,488;;
502,276;413,241;0,504;;
494,959;416,88;0,521;;
487,657;423,343;0,534;;
480,026;429,977;0,554;;
466,1;439,267;0,568;;
454,346;446,689;0,586;;
437,308;459,066;0,607;;
422;473;0,619;;
405,724;484,858;0,635;;
388,691;499,573;0,655;;
371,909;513,637;0,668;;
355,442;529,558;0,687;;
338,297;543,362;0,704;;
324,311;558,896;0,719;;
304,408;571,947;0,739;;
295;589;0,758;;
278,128;599,459;0,77;;
269,055;612,477;0,786;;
257,878;623,464;0,806;;
249,566;633,272;0,821;;
242,621;644,631;0,836;;
233,186;655,041;0,857;;
224,233;662,421;0,874;;
218,879;669,97;0,888;;
214,317;676,805;0,902;;
211,604;681,094;0,924;;
210,184;683,632;0,943;;
209,5;685;0,959;;
210;687,043;0,989;;
210;689,316;1,038;;
211,179;691,359;1,141;;
212,053;693,105;1,158;;
215;694,5;1,19;;
221,008;696,752;1,207;;
226,315;697,863;1,222;;
236,154;699,017;1,238;;
245,097;700,137;1,255;;
254,06;700;1,279;;
271,342;701;1,293;;
285,569;701,473;1,305;;
301,272;702;1,321;;
315,34;702;1,339;;
333,693;702,864;1,357;;
354,968;703;1,372;;
371,597;703;1,392;;
394,251;703;1,409;;
407,017;703;1,424;;
429,706;703;1,44;;
440,5;703;1,459;;
457,703;704;1,476;;
472,2;704;1,489;;
483,48;704;1,509;;
490,524;702,913;1,527;;
498,101;701,843;1,639;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
0;0;0;;
81;;;;
1639;;;;
ASYC;;;;
;;;;
205;403;0; ;
249,019;407,78;0,02;;
262,241;408;0,033;;
271,136;409,142;0,05;;
280,227;409;0,072;;
289,288;409;0,087;;
296,5;409;0,101;;
306,293;410,215;0,119;;
316,887;411;0,137;;
327,178;411,818;0,153;;
336,885;412;0,17;;
348,135;410,886;0,187;;
361,468;411;0,201;;
372,814;409,619;0,221;;
387;408,5;0,236;;
399,8;407,42;0,252;;
412,364;407;0,271;;
427,294;405,262;0,286;;
440,612;404,032;0,303;;
452,947;402,914;0,318;;
464,289;403;0,339;;
474,138;403;0,355;;
483,989;404,443;0,373;;
489,445;405,574;0,385;;
494,687;407,344;0,402;;
500,01;408,802;0,421;;
504,662;410,831;0,438;;
507,068;412,034;0,454;;
509,361;413,181;0,487;;
510,201;415,401;0,521;;
510;418,811;0,554;;
510;420,531;0,57;;
508,992;422,017;0,586;;
505,542;425,458;0,607;;
497,108;432,622;0,624;;
490,69;439,31;0,64;;
479,5;447,5;0,653;;
459,954;463,046;0,672;;
443,462;474,49;0,688;;
427,049;486,39;0,708;;
409,061;499,954;0,727;;
392,453;512,135;0,743;;
377,498;526,275;0,757;;
365,015;537,623;0,775;;
352,687;548,83;0,788;;
339,482;559,905;0,806;;
330,934;567,342;0,824;;
323,994;573,172;0,843;;
314,471;579,686;0,861;;
309,754;587,43;0,926;;
285,425;611,979;0,937;;
280,151;618,274;0,954;;
275,743;624,072;0,975;;
270,355;630,573;0,997;;
264,745;636,297;1,007;;
257,838;644,355;1,023;;
252,471;650,835;1,039;;
248,265;656,168;1,055;;
241;661,5;1,077;;
235,631;666,695;1,095;;
227,777;672,667;1,106;;
223,251;679,499;1,122;;
220,901;684,197;1,139;;
217,469;686,354;1,164;;
216,741;688,518;1,174;;
215,625;690,75;1,208;;
216;692,543;1,29;;
217,038;694,076;1,408;;
217;696,013;1,508;;
221,356;698,785;1,528;;
225,71;700,855;1,548;;
234,378;704,142;1,559;;
241,051;705,175;1,574;;
247,96;705;1,591;;
254,678;706,446;1,609;;
267,544;707,58;1,631;;
278,4;708;1,651;;
289,651;708;1,662;;
303,056;708,921;1,674;;
314,475;710,047;1,69;;
328,251;711,188;1,708;;
339,038;709,696;1,726;;
351,673;711,425;1,742;;
367,01;710;1,759;;
381,166;709,345;1,774;;
